SCHEDULED_DEPARTURE,carrier,DEPARTURE_TIME,dest,distance,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,delaytimeweatherbad,delaytimeweathergood,YEAR,MONTH,DAY,DATE
620,US,1057,LGA,214,2168,DCA,0,4,8,N727UW,ontime,-5,320,320,253,1440,1358,-42,164.05,14.37,2015,1,28,8/1/1992
620,US,1157,LGA,214,2170,DCA,0,4,8,N725UW,ontime,-6,113,113,85,913,904,-9,164.03,14.37,2015,1,28,9/1/1992
620,US,1259,LGA,214,2172,DCA,0,4,8,N744UW,ontime,9,215,215,323,1155,1150,-5,164.04,14.375,2015,1,29,10/1/1992
620,US,1408,LGA,214,2174,DCA,0,4,8,N719UW,ontime,-6,205,205,165,1045,1040,-5,164.11,14.3799,2015,1,29,11/1/1992
620,US,1457,LGA,214,2176,DCA,0,4,8,N727UW,ontime,-8,185,185,138,1125,1101,-24,164.11,14.365,2015,1,29,12/1/1992
620,US,1557,LGA,214,2178,DCA,0,4,8,N725UW,ontime,-1,180,180,149,1120,1119,-1,164.2,14.366,2015,1,29,1/1/1993
620,US,1733,LGA,214,2180,DCA,0,4,8,N770UW,delayed,-7,160,160,135,900,850,-10,164.205,14.34,2015,1,29,2/1/1993
620,US,1758,LGA,214,2182,DCA,0,4,8,N719UW,ontime,-8,130,130,96,830,840,10,164.3234,14.38,2015,1,29,3/1/1993
620,US,1916,LGA,214,2184,DCA,0,4,8,N725UW,delayed,3,151,151,108,851,841,-10,164.3,14.38,2015,1,29,4/1/1993
620,US,2031,LGA,214,2186,DCA,0,4,8,N738UW,delayed,-7,91,91,61,751,742,-9,164.4,14.39,2015,1,29,5/1/1993
620,US,2059,LGA,214,2188,DCA,0,4,8,N770UW,ontime,-1,165,165,155,805,811,6,164.42,14.4099,2015,1,30,6/1/1993
620,RU,1739,EWR,169,3372,BWI,0,4,8,N13538,ontime,1,161,161,154,801,825,24,164.4,14.405,2015,1,30,7/1/1993
620,RU,1456,EWR,169,2403,BWI,0,4,8,N13935,ontime,0,88,88,59,848,834,-14,164.38,14.395,2015,1,30,8/1/1993
620,RU,1026,EWR,169,2303,BWI,0,4,8,N14933,ontime,-11,165,165,142,805,750,-15,164.35,14.4,2015,1,30,9/1/1993
620,RU,655,EWR,169,2703,BWI,0,4,8,N15973,ontime,35,185,185,555,825,780,-54,164.32,14.375,2015,1,30,10/1/1993
620,CO,1728,EWR,199,814,DCA,0,4,8,N29717,ontime,8,120,120,468,820,860,54,164.31,14.37,2015,2,1,11/1/1993
620,CO,734,EWR,199,806,DCA,0,4,8,N11612,ontime,-4,140,140,115,840,828,-12,164.3,14.355,2015,2,1,12/1/1993
620,CO,1255,EWR,199,808,DCA,0,4,8,N18658,ontime,5,139,139,111,839,834,-5,164.2,14.355,2015,2,1,1/1/1994
620,CO,1854,EWR,199,816,DCA,0,4,8,N14645,ontime,10,106,106,84,906,915,9,164.21,14.3601,2015,2,1,2/1/1994
620,DH,838,EWR,213,7299,IAD,0,4,8,N674BR,ontime,-3,117,117,74,817,810,-7,164.16,14.37,2015,2,1,3/1/1994
620,DH,1706,EWR,213,7302,IAD,0,4,8,N652BR,ontime,0,118,118,79,818,821,3,164.21,14.37,2015,2,1,4/1/1994
621,DH,1241,EWR,213,7303,IAD,0,4,8,N652BR,ontime,16,153,153,137,754,814,20,164.14,14.3699,2015,2,1,5/1/1994
621,DH,2120,EWR,213,7304,IAD,0,4,8,N695BR,ontime,-5,113,113,88,814,803,-11,164.1899,14.36,2015,2,1,6/1/1994
622,DH,622,EWR,213,7305,IAD,0,4,8,N332UE,ontime,-9,93,93,70,755,743,-12,164.105,14.3449,2015,2,1,7/1/1994
622,DH,1421,EWR,213,7307,IAD,0,4,8,N303UE,ontime,-2,108,108,83,910,922,12,164.14,14.35,2015,2,1,8/1/1994
622,RU,1452,EWR,213,2156,IAD,0,4,8,N13132,ontime,4,110,110,73,712,710,-2,164.2,14.36,2015,2,1,9/1/1994
623,RU,1857,EWR,213,2385,IAD,0,4,8,N24103,ontime,-3,152,152,115,855,840,-15,164.08,14.357,2015,2,1,10/1/1994
624,RU,1255,EWR,213,2692,IAD,0,4,8,N25504,ontime,-1,239,239,222,923,920,-3,164.01,14.35,2015,2,1,11/1/1994
624,RU,1625,EWR,199,2181,DCA,0,4,8,N10575,ontime,-3,86,86,41,750,719,-31,164.11,14.35,2015,2,1,12/1/1994
625,RU,654,EWR,199,2761,DCA,0,4,8,N11565,delayed,-9,117,117,95,822,812,-10,164,14.34,2015,2,2,1/1/1995
625,RU,1354,EWR,199,2216,DCA,0,4,8,N16546,ontime,-1,181,181,150,926,929,3,164.02,14.3373,2015,2,2,2/1/1995
625,RU,707,EWR,213,2855,IAD,0,4,8,N14952,ontime,0,175,175,137,1120,1101,-19,164.03,14.34,2015,2,2,3/1/1995
625,RU,1700,EWR,213,2497,IAD,0,4,8,N12564,ontime,0,240,240,224,925,936,11,163.99,14.34,2015,2,2,4/1/1995
625,RU,857,EWR,199,2582,DCA,0,4,8,N36915,ontime,-1,299,299,258,1424,1407,-17,163.95,14.36,2015,2,2,5/1/1995
625,RU,2051,EWR,199,2879,DCA,0,4,8,N16954,ontime,-3,210,210,200,855,912,17,164.01,14.37,2015,2,2,6/1/1995
625,RU,1527,EWR,199,2261,DCA,0,4,8,N16963,ontime,2,175,175,468,1120,1170,-87,163.915,14.3686,2015,2,2,7/1/1995
625,OH,1455,JFK,184,5935,BWI,0,5,9,N812CA,ontime,-5,175,175,149,820,827,7,164.01,14.37,2015,2,2,8/1/1995
625,DH,1634,JFK,213,6155,DCA,0,5,9,N415FJ,ontime,14,235,235,206,920,1207,167,164.035,14.3751,2015,2,2,9/1/1995
625,DH,1257,LGA,229,7208,IAD,0,5,9,N650BR,ontime,-7,140,140,107,945,927,-18,164.04,14.3701,2015,2,2,10/1/1995
625,DH,1608,LGA,229,7211,IAD,0,5,9,N697BR,delayed,3,150,150,468,755,900,48,163.9981,14.37,2015,2,2,11/1/1995
625,DH,2106,LGA,229,7215,IAD,0,5,9,N658BR,delayed,-7,195,195,166,840,845,5,164,14.37,2015,2,2,12/1/1995
625,DH,2134,LGA,229,7684,IAD,0,5,9,N699BR,ontime,-6,70,70,40,735,713,-22,164.09,14.36,2015,2,2,1/1/1996
625,DH,714,LGA,229,7790,IAD,0,5,9,N647BR,delayed,-11,205,205,188,1050,1054,4,164.03,14.35,2015,2,2,2/1/1996
625,DH,1106,LGA,229,7792,IAD,0,5,9,N647BR,ontime,-1,180,180,169,925,930,5,164.04,14.3492,2015,2,3,3/1/1996
625,DH,836,JFK,228,7800,IAD,0,5,9,N667BR,delayed,3,178,178,163,923,926,3,164.07,14.325,2015,2,3,4/1/1996
625,DH,1235,JFK,228,7806,IAD,0,5,9,N316UE,ontime,-4,120,120,84,825,806,-19,164.045,14.337,2015,2,3,5/1/1996
625,DH,1454,JFK,228,7808,IAD,0,5,9,N308UE,ontime,44,171,171,149,816,852,36,164.0688,14.3101,2015,2,3,6/1/1996
625,DH,1643,JFK,228,7810,IAD,0,5,9,N311UE,ontime,-6,146,146,97,851,816,-35,164.06,14.3392,2015,2,3,7/1/1996
625,DH,1710,JFK,228,7812,IAD,0,5,9,N333UE,ontime,-6,68,68,40,733,722,-11,164.09,14.335,2015,2,3,8/1/1996
625,DH,2115,JFK,228,7814,IAD,0,5,9,N675BR,ontime,-15,87,87,60,752,727,-25,164.178,14.3384,2015,2,3,9/1/1996
625,DH,1617,JFK,228,7816,IAD,0,5,9,N309UE,ontime,-7,132,132,108,937,931,-6,164.17,14.3499,2015,2,3,10/1/1996
625,DL,1506,JFK,213,746,DCA,0,5,9,N951DL,ontime,1,160,160,468,805,900,98,164.17,14.355,2015,2,3,11/1/1996
625,DL,629,LGA,214,1740,DCA,0,5,9,N241DL,ontime,4,135,135,468,840,700,-21,164.16,14.3451,2015,2,3,12/1/1996
625,DL,730,LGA,214,1742,DCA,0,5,9,N224DA,delayed,-6,129,129,116,734,738,4,164.17,14.337,2015,2,3,1/1/1997
625,DL,832,LGA,214,1744,DCA,0,5,9,N242DL,ontime,-3,90,90,68,855,907,12,164.17,14.33,2015,2,3,2/1/1997
625,DL,930,LGA,214,1746,DCA,0,5,9,N225DL,ontime,-8,101,101,73,906,855,-11,164.2,14.325,2015,2,3,3/1/1997
626,DL,1032,LGA,214,1748,DCA,0,5,9,N241DL,ontime,-6,106,106,89,812,808,-4,164.23,14.3274,2015,2,3,4/1/1997
626,DL,1131,LGA,214,1750,DCA,0,5,9,N224DA,ontime,-6,53,53,22,719,710,-9,164.23,14.35,2015,2,3,5/1/1997
627,DL,1228,LGA,214,1752,DCA,0,5,9,N222DZ,ontime,-4,87,87,60,654,644,-10,164.235,14.345,2015,2,3,6/1/1997
628,DL,1329,LGA,214,1754,DCA,0,5,9,N225DL,ontime,-7,32,32,18,700,651,-9,164.1768,14.34,2015,2,3,7/1/1997
628,DL,1432,LGA,214,1756,DCA,0,5,9,N241DL,ontime,-1,52,52,30,720,721,1,164.1596,14.336,2015,2,3,8/1/1997
629,DL,1530,LGA,214,1758,DCA,0,5,9,N221DL,ontime,-1,241,241,202,1330,1311,-19,164.2175,14.34,2015,2,3,9/1/1997
630,DL,1633,LGA,214,1760,DCA,0,5,9,N222DZ,ontime,11,159,159,137,809,814,5,164.16,14.33,2015,2,3,10/1/1997
630,DL,1735,LGA,214,1762,DCA,0,5,9,N225DL,ontime,-5,79,79,53,849,853,4,164.21,14.3408,2015,2,3,11/1/1997
630,DL,1829,LGA,214,1764,DCA,0,5,9,N241DL,ontime,0,341,341,339,1011,1033,22,164.21,14.325,2015,2,3,12/1/1997
630,DL,1931,LGA,214,1766,DCA,0,5,9,N221DL,ontime,0,104,104,81,814,812,-2,164.21,14.3358,2015,2,3,1/1/1998
630,DL,2030,LGA,214,1768,DCA,0,5,9,N222DZ,ontime,28,61,61,30,731,751,20,164.1829,14.325,2015,2,3,2/1/1998
630,MQ,1535,JFK,213,4752,DCA,0,5,9,N708MQ,ontime,6,329,329,286,1459,1554,55,164.19,14.32,2015,2,3,3/1/1998
630,MQ,558,JFK,213,4760,DCA,0,5,9,N801MQ,ontime,-11,73,73,41,743,737,-6,164.15,14.31,2015,2,3,4/1/1998
630,MQ,1851,JFK,213,4784,DCA,0,5,9,N736MQ,delayed,4,240,240,212,1230,1221,-9,164.07,14.31,2015,2,3,5/1/1998
630,MQ,843,LGA,214,4954,DCA,0,5,9,N731MQ,delayed,-1,190,190,173,840,843,3,164.1,14.31,2015,2,3,6/1/1998
630,MQ,851,LGA,214,4956,DCA,0,5,9,N715MQ,ontime,2,338,338,289,1408,1353,-15,164.01,14.32,2015,2,3,7/1/1998
630,MQ,1141,LGA,214,4960,DCA,0,5,9,N713MQ,delayed,-7,93,93,68,803,802,-1,164.05,14.31,2015,2,3,8/1/1998
630,MQ,1252,LGA,214,4964,DCA,0,5,9,N715MQ,ontime,-2,348,348,334,1018,1023,5,164.03,14.3152,2015,2,3,9/1/1998
630,MQ,1359,LGA,214,4966,DCA,0,5,9,N739MQ,ontime,-7,83,83,48,853,900,7,164.02,14.31,2015,2,3,10/1/1998
630,MQ,1503,LGA,214,4968,DCA,0,5,9,N712MQ,ontime,14,74,74,48,844,1120,156,163.9447,14.305,2015,2,3,11/1/1998
630,MQ,1618,LGA,214,4970,DCA,0,5,9,N732MQ,delayed,-6,125,125,96,835,824,-11,163.97,14.3099,2015,2,3,12/1/1998
630,MQ,1658,LGA,214,4972,DCA,0,5,9,N707MQ,ontime,-4,190,190,171,840,848,8,163.95,14.285,2015,2,4,1/1/1999
630,MQ,1916,LGA,214,4976,DCA,0,5,9,N726MQ,delayed,-3,245,245,232,935,945,10,164,14.2716,2015,2,4,2/1/1999
630,UA,904,LGA,229,846,IAD,0,5,9,N520UA,delayed,-8,102,102,78,812,802,-10,163.95,14.2621,2015,2,4,3/1/1999
630,US,629,LGA,214,1479,DCA,0,5,9,N733UW,ontime,-3,180,180,145,930,921,-9,164,14.276,2015,2,4,4/1/1999
630,US,657,LGA,214,2160,DCA,0,5,9,N724UW,ontime,-6,160,160,136,910,902,-8,164.01,14.2799,2015,2,4,5/1/1999
630,US,756,LGA,214,2162,DCA,0,5,9,N738UW,ontime,-3,377,377,358,947,951,4,163.87,14.265,2015,2,4,6/1/1999
630,US,958,LGA,214,2166,DCA,0,5,9,N722UW,ontime,-1,181,181,136,931,901,-30,163.89,14.245,2015,2,4,7/1/1999
630,US,1057,LGA,214,2168,DCA,0,5,9,N724UW,ontime,-2,195,195,162,945,928,-17,163.89,14.2509,2015,2,4,8/1/1999
630,US,1155,LGA,214,2170,DCA,0,5,9,N738UW,ontime,19,118,118,87,828,830,2,163.95,14.256,2015,2,4,9/1/1999
630,US,1259,LGA,214,2172,DCA,0,5,9,N750UW,ontime,-2,325,325,284,1455,1435,-20,163.98,14.2699,2015,2,4,10/1/1999
630,US,1357,LGA,214,2174,DCA,0,5,9,N722UW,ontime,-4,158,158,112,1008,952,-16,163.92,14.255,2015,2,4,11/1/1999
630,US,1458,LGA,214,2176,DCA,0,5,9,N724UW,ontime,-5,127,127,93,937,915,-22,163.96,14.2448,2015,2,4,12/1/1999
630,US,1555,LGA,214,2178,DCA,0,5,9,N738UW,ontime,2,175,175,131,1125,1118,-7,164,14.245,2015,2,4,1/1/2000
630,US,1657,LGA,214,2180,DCA,0,5,9,N750UW,ontime,-2,135,135,88,845,814,-31,163.9768,14.245,2015,2,4,2/1/2000
630,US,1757,LGA,214,2182,DCA,0,5,9,N722UW,ontime,-6,168,168,137,1018,1015,-3,164.03,14.255,2015,2,4,3/1/2000
630,US,1902,LGA,214,2184,DCA,0,5,9,N724UW,ontime,1,275,275,245,1405,1418,13,164.075,14.26,2015,2,4,4/1/2000
630,US,1956,LGA,214,2186,DCA,0,5,9,N738UW,ontime,-1,167,167,114,917,839,-38,164.065,14.27,2015,2,4,5/1/2000
630,US,2052,LGA,214,2188,DCA,0,5,9,N750UW,ontime,-1,88,88,61,758,743,-15,164.09,14.25,2015,2,4,6/1/2000
630,RU,1720,EWR,169,3372,BWI,0,5,9,N16963,ontime,0,70,70,46,740,741,1,164.065,14.241,2015,2,4,7/1/2000
630,RU,1450,EWR,169,2403,BWI,0,5,9,N15926,ontime,-1,57,57,28,727,720,-7,164.15,14.245,2015,2,4,8/1/2000
630,RU,1108,EWR,169,2303,BWI,0,5,9,N13989,delayed,0,159,159,120,909,856,-13,164.09,14.25,2015,2,4,9/1/2000
630,RU,700,EWR,169,2703,BWI,0,5,9,N12552,ontime,-7,87,87,72,757,752,-5,164.06,14.23,2015,2,5,10/1/2000
630,CO,1727,EWR,199,814,DCA,0,5,9,N70353,ontime,9,245,245,214,835,944,69,164.04,14.27,2015,2,5,11/1/2000
630,CO,1858,EWR,199,816,DCA,0,5,9,N46625,ontime,17,254,254,229,844,853,9,163.98,14.27,2015,2,5,12/1/2000
630,CO,1258,EWR,199,808,DCA,0,5,9,N14664,ontime,4,110,110,96,920,937,17,163.99,14.265,2015,2,5,1/1/2001
630,CO,732,EWR,199,806,DCA,0,5,9,N19621,ontime,-2,140,140,115,850,844,-6,164,14.275,2015,2,5,2/1/2001
630,DH,840,EWR,213,7299,IAD,0,5,9,N698BR,ontime,21,115,115,468,825,819,-8,164.005,14.293,2015,2,5,3/1/2001
630,DH,1707,EWR,213,7302,IAD,0,5,9,N652BR,ontime,7,135,135,468,845,860,15,164.01,14.2999,2015,2,5,4/1/2001
630,DH,1242,EWR,213,7303,IAD,0,5,9,N661BR,ontime,-10,55,55,25,725,709,-16,164,14.28,2015,2,5,5/1/2001
630,DH,2121,EWR,213,7304,IAD,0,5,9,N646BR,ontime,-9,95,95,73,805,815,10,163.97,14.29,2015,2,5,6/1/2001
630,DH,629,EWR,213,7305,IAD,0,5,9,N301UE,ontime,-7,86,86,52,756,803,7,164,14.285,2015,2,5,7/1/2001
630,DH,1423,EWR,213,7307,IAD,0,5,9,N312UE,ontime,-6,130,130,90,740,731,-9,163.99,14.27,2015,2,5,8/1/2001
630,RU,1627,EWR,199,2181,DCA,0,5,9,N18556,ontime,7,92,92,64,802,758,-4,164.005,14.273,2015,2,5,9/1/2001
630,RU,1526,EWR,199,2261,DCA,0,5,9,N13955,ontime,0,240,240,217,830,842,12,163.965,14.2561,2015,2,5,10/1/2001
630,RU,1357,EWR,199,2216,DCA,0,5,9,N13989,ontime,0,93,93,71,903,902,-1,163.9666,14.25,2015,2,6,11/1/2001
631,RU,700,EWR,213,2855,IAD,0,5,9,N13550,delayed,-2,168,168,144,819,814,-5,163.9799,14.25,2015,2,6,12/1/2001
632,RU,1256,EWR,213,2692,IAD,0,5,9,N14505,ontime,-5,112,112,77,924,907,-17,164.005,14.235,2015,2,6,1/1/2002
632,RU,1855,EWR,213,2385,IAD,0,5,9,N27152,ontime,-5,36,36,20,708,702,-6,163.989,14.2401,2015,2,6,2/1/2002
633,RU,1457,EWR,213,2156,IAD,0,5,9,N16151,ontime,-8,211,211,194,904,906,2,163.998,14.25,2015,2,6,3/1/2002
633,RU,850,EWR,199,2582,DCA,0,5,9,N11565,ontime,-10,54,54,21,727,702,-25,164.015,14.25,2015,2,6,4/1/2002
635,RU,2058,EWR,199,2879,DCA,0,5,9,N14907,ontime,-2,200,200,174,855,914,19,163.98,14.2501,2015,2,6,5/1/2002
635,RU,1655,EWR,213,2497,IAD,0,5,9,N12900,ontime,-8,301,301,263,1436,1413,-23,163.97,14.2601,2015,2,6,6/1/2002
635,RU,645,EWR,199,2761,DCA,0,5,9,N15985,ontime,-1,135,135,103,950,940,-10,163.9917,14.27,2015,2,6,7/1/2002
635,OH,1455,JFK,184,5935,BWI,0,6,10,N805CA,ontime,-3,235,235,218,1230,1224,-6,163.9938,14.26,2015,2,6,8/1/2002
635,DH,1638,JFK,213,6155,DCA,0,6,10,N424FJ,delayed,-7,71,71,46,846,833,-13,163.9786,14.25,2015,2,6,9/1/2002
635,DH,1243,LGA,229,7208,IAD,0,6,10,N627BR,ontime,13,170,170,141,825,833,8,164.04,14.24,2015,2,7,10/1/2002
635,DH,1710,LGA,229,7215,IAD,0,6,10,N688BR,ontime,15,100,100,468,815,790,-21,164.05,14.22,2015,2,7,11/1/2002
635,DH,2130,LGA,229,7684,IAD,0,6,10,N692BR,ontime,-8,200,200,162,855,828,-27,164.02,14.2299,2015,2,7,12/1/2002
635,DH,918,JFK,228,7800,IAD,0,6,10,N682BR,delayed,-12,120,120,88,935,926,-9,164.05,14.23,2015,2,7,1/1/2003
635,DH,1303,JFK,228,7806,IAD,0,6,10,N313UE,delayed,-6,163,163,133,918,910,-8,164,14.2156,2015,2,7,2/1/2003
635,DH,1642,JFK,228,7810,IAD,0,6,10,N315UE,ontime,-7,139,139,117,854,842,-12,164,14.23,2015,2,7,3/1/2003
635,DH,1708,JFK,228,7812,IAD,0,6,10,N321UE,ontime,-10,121,121,93,936,926,-10,164.0303,14.225,2015,2,7,4/1/2003
635,DH,2126,JFK,228,7814,IAD,0,6,10,N642BR,ontime,-6,190,190,155,945,953,8,164,14.225,2015,2,7,5/1/2003
635,DH,1800,JFK,228,7818,IAD,0,6,10,N307UE,ontime,-11,176,176,146,931,905,-26,164.005,14.22,2015,2,7,6/1/2003
635,DL,1505,JFK,213,746,DCA,0,6,10,N906DE,delayed,21,350,350,342,925,1010,45,163.97,14.2191,2015,2,7,7/1/2003
635,DL,729,LGA,214,1742,DCA,0,6,10,N225DL,ontime,-3,95,95,65,810,753,-17,163.94,14.185,2015,2,7,8/1/2003
635,DL,832,LGA,214,1744,DCA,0,6,10,N241DL,ontime,-2,129,129,74,844,803,-41,163.97,14.17,2015,2,7,9/1/2003
635,DL,1028,LGA,214,1748,DCA,0,6,10,N221DL,ontime,-3,224,224,190,1219,1209,-10,163.975,14.1709,2015,2,8,10/1/2003
635,DL,1230,LGA,214,1752,DCA,0,6,10,N241DL,ontime,-7,139,139,110,854,834,-20,164.01,14.1466,2015,2,8,11/1/2003
635,DL,1429,LGA,214,1756,DCA,0,6,10,N221DL,ontime,7,135,135,468,850,730,-18,164.01,14.14,2015,2,8,12/1/2003
635,DL,1624,LGA,214,1760,DCA,0,6,10,N241DL,ontime,-9,79,79,41,754,753,-19,164.0015,14.165,2015,2,8,1/1/2004
635,DL,1828,LGA,214,1764,DCA,0,6,10,N221DL,ontime,0,134,134,105,849,836,-13,164.0025,14.165,2015,2,8,2/1/2004
638,DL,2031,LGA,214,1768,DCA,0,6,10,N241DL,ontime,-6,172,172,144,930,915,-15,164,14.15,2015,2,8,3/1/2004
639,MQ,1529,JFK,213,4752,DCA,0,6,10,N841MQ,ontime,-5,231,231,214,1230,1228,-2,164.005,14.149,2015,2,8,4/1/2004
640,MQ,557,JFK,213,4760,DCA,0,6,10,N718MQ,delayed,-3,84,84,45,804,747,-17,164,14.11,2015,2,8,5/1/2004
640,MQ,1826,JFK,213,4784,DCA,0,6,10,N709MQ,ontime,-3,96,96,71,816,808,-8,164,14.16,2015,2,8,6/1/2004
640,MQ,855,LGA,214,4956,DCA,0,6,10,N717MQ,ontime,-3,94,94,67,814,812,-2,164,14.1499,2015,2,8,7/1/2004
640,MQ,1309,LGA,214,4964,DCA,0,6,10,N715MQ,ontime,8,121,121,88,841,832,-9,164.01,14.1767,2015,2,8,8/1/2004
640,UA,850,LGA,229,846,IAD,0,6,10,N565UA,ontime,-3,130,130,96,950,931,-19,163.99,14.19,2015,2,8,9/1/2004
640,US,655,LGA,214,2160,DCA,0,6,10,N722UW,ontime,-4,150,150,122,910,854,-16,163.97,14.17,2015,2,8,10/1/2004
640,US,857,LGA,214,2164,DCA,0,6,10,N750UW,ontime,-1,330,330,303,910,855,-15,163.98,14.165,2015,2,8,11/1/2004
640,US,1056,LGA,214,2168,DCA,0,6,10,N722UW,ontime,-5,245,245,221,845,833,-12,164,14.165,2015,2,8,12/1/2004
640,US,1256,LGA,214,2172,DCA,0,6,10,N750UW,ontime,-7,195,195,160,1055,1039,-16,164.071,14.16,2015,2,8,1/1/2005
640,US,1458,LGA,214,2176,DCA,0,6,10,N722UW,ontime,0,85,85,63,805,800,-5,163.99,14.145,2015,2,8,2/1/2005
640,US,1656,LGA,214,2180,DCA,0,6,10,N750UW,ontime,-1,289,289,234,1429,1352,-37,164,14.1248,2015,2,8,3/1/2005
640,US,1854,LGA,214,2184,DCA,0,6,10,N722UW,ontime,3,125,125,82,945,947,2,164,14.126,2015,2,8,4/1/2005
640,RU,1723,EWR,169,3372,BWI,0,6,10,N13553,ontime,-7,140,140,105,900,857,-3,164,14.11,2015,2,8,5/1/2005
640,RU,1450,EWR,169,2229,BWI,0,6,10,N14943,ontime,8,70,70,468,750,755,5,164,14.1085,2015,2,8,6/1/2005
640,RU,657,EWR,169,2703,BWI,0,6,10,N10575,ontime,-4,220,220,188,920,913,-7,164.01,14.1217,2015,2,8,7/1/2005
640,RU,1030,EWR,169,2303,BWI,0,6,10,N13936,ontime,-8,37,37,26,717,731,14,164.02,14.1386,2015,2,8,8/1/2005
640,CO,1254,EWR,199,808,DCA,0,6,10,N14660,ontime,3,144,144,110,904,859,-5,164,14.1395,2015,2,8,9/1/2005
640,DH,906,EWR,213,7299,IAD,0,6,10,N705BR,ontime,-4,152,152,124,912,856,-16,164.005,14.1399,2015,2,9,10/1/2005
640,DH,1703,EWR,213,7302,IAD,0,6,10,N658BR,ontime,-1,150,150,124,910,903,-7,163.99,14.11,2015,2,9,11/1/2005
640,DH,1255,EWR,213,7303,IAD,0,6,10,N658BR,ontime,-7,222,222,211,1222,1232,10,164.02,14.13,2015,2,9,12/1/2005
640,DH,2114,EWR,213,7304,IAD,0,6,10,N625BR,ontime,7,123,123,75,743,833,50,163.99,14.1252,2015,2,9,1/1/2006
640,RU,1655,EWR,213,2497,IAD,0,6,10,N16149,ontime,-6,206,206,164,1006,1026,20,164,14.11,2015,2,9,2/1/2006
640,RU,658,EWR,213,2855,IAD,0,6,10,N26545,ontime,0,108,108,81,828,820,-8,164.02,14.12,2015,2,9,3/1/2006
640,RU,1555,EWR,199,2361,DCA,0,6,10,N17560,ontime,-6,154,154,128,914,903,-11,164.05,14.1137,2015,2,9,4/1/2006
640,RU,1456,EWR,213,2156,IAD,0,6,10,N11113,ontime,-2,153,153,125,913,906,-7,163.99,14.11,2015,2,9,5/1/2006
640,RU,645,EWR,199,2761,DCA,0,6,10,N14943,ontime,-4,228,228,206,1228,1223,-5,164.06,14.125,2015,2,9,6/1/2006
640,RU,1719,EWR,199,2097,DCA,0,6,10,N13903,ontime,-2,80,80,52,800,749,-11,164.04,14.1299,2015,2,9,7/1/2006
640,RU,1355,EWR,199,2216,DCA,0,6,10,N13553,ontime,16,65,65,42,745,759,14,164.06,14.125,2015,2,9,8/1/2006
640,RU,925,EWR,199,2582,DCA,0,6,10,N27152,ontime,-1,85,85,64,805,813,8,164.03,14.1284,2015,2,9,9/1/2006
640,OH,1455,JFK,184,5935,BWI,0,7,11,N966CA,ontime,3,80,80,52,800,750,-10,164.05,14.12,2015,2,9,10/1/2006
640,DH,1634,JFK,213,6155,DCA,0,7,11,N415FJ,ontime,9,145,145,547,905,915,10,164.0886,14.095,2015,2,9,11/1/2006
640,DH,1304,LGA,229,7208,IAD,0,7,11,N684BR,ontime,4,85,85,547,905,925,20,164.087,14.0865,2015,2,9,12/1/2006
640,DH,1500,LGA,229,7211,IAD,0,7,11,N309UE,ontime,8,170,170,547,830,851,21,164.1,14.073,2015,2,9,1/1/2007
640,DH,1712,LGA,229,7215,IAD,0,7,11,N706BR,ontime,-6,100,100,74,820,831,11,164.07,14.07,2015,2,9,2/1/2007
640,DH,2115,LGA,229,7684,IAD,0,7,11,N677BR,ontime,-3,136,136,99,856,855,-1,164.1,14.08,2015,2,9,3/1/2007
640,DH,840,JFK,228,7800,IAD,0,7,11,N692BR,ontime,8,186,186,147,946,1123,97,164.11,14.1009,2015,2,9,4/1/2007
640,DH,1238,JFK,228,7806,IAD,0,7,11,N321UE,ontime,-2,114,114,85,834,823,-11,164.13,14.1,2015,2,9,5/1/2007
640,DH,1533,JFK,228,7808,IAD,0,7,11,N316UE,delayed,3,186,186,150,946,930,-16,164.08,14.07,2015,2,9,6/1/2007
640,DH,1637,JFK,228,7810,IAD,0,7,11,N332UE,ontime,-2,130,130,104,850,847,-3,164.1,14.077,2015,2,9,7/1/2007
640,DH,1714,JFK,228,7812,IAD,0,7,11,N329UE,ontime,3,57,57,28,737,754,17,164.06,14.075,2015,2,9,8/1/2007
640,DH,2155,JFK,228,7814,IAD,0,7,11,N674BR,delayed,-6,165,165,115,825,805,-20,164.125,14.07,2015,2,9,9/1/2007
642,DH,1627,JFK,228,7816,IAD,0,7,11,N330UE,ontime,0,107,107,66,829,813,-16,164.11,14.075,2015,2,9,10/1/2007
644,DL,1456,JFK,213,746,DCA,0,7,11,N970DL,delayed,-8,197,197,164,1201,1139,-22,164.1365,14.075,2015,2,9,11/1/2007
645,DL,829,LGA,214,1744,DCA,0,7,11,N221DL,ontime,8,200,200,156,1205,1150,-15,164.185,14.075,2015,2,9,12/1/2007
645,DL,1028,LGA,214,1748,DCA,0,7,11,N242DL,ontime,3,106,106,85,731,808,37,164.21,14.1,2015,2,9,1/1/2008
645,DL,1130,LGA,214,1750,DCA,0,7,11,N241DL,ontime,-7,80,80,54,805,749,-16,164.25,14.0999,2015,2,9,2/1/2008
645,DL,1231,LGA,214,1752,DCA,0,7,11,N221DL,ontime,4,140,140,95,905,839,-26,164.195,14.095,2015,2,9,3/1/2008
