schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,delaytimeweathergood,delaytimeweatherbad
625,DH,1454,JFK,228,1/9/2004,7808,IAD,0,5,9,N308UE,ontime,44,171,171,816,852,36,14.3101,164.0688
625,DH,1643,JFK,228,1/9/2004,7810,IAD,0,5,9,N311UE,ontime,-6,146,146,851,816,-35,14.3392,164.06
625,DH,1710,JFK,228,1/9/2004,7812,IAD,0,5,9,N333UE,ontime,-6,68,68,733,722,-11,14.335,164.09
625,DH,2115,JFK,228,1/9/2004,7814,IAD,0,5,9,N675BR,ontime,-15,87,87,752,727,-25,14.3384,164.178
625,DH,1617,JFK,228,1/9/2004,7816,IAD,0,5,9,N309UE,ontime,-7,132,132,937,931,-6,14.3499,164.17
625,DL,1506,JFK,213,1/9/2004,746,DCA,0,5,9,N951DL,ontime,,160,160,805,,,14.355,164.17
625,DL,629,LGA,214,1/9/2004,1740,DCA,0,5,9,N241DL,ontime,,135,135,840,,,14.3451,164.16
625,DL,730,LGA,214,1/9/2004,1742,DCA,0,5,9,N224DA,delayed,-6,129,129,734,738,4,14.337,164.17
625,DL,832,LGA,214,1/9/2004,1744,DCA,0,5,9,N242DL,ontime,-3,90,90,855,907,12,14.33,164.17
625,DL,930,LGA,214,1/9/2004,1746,DCA,0,5,9,N225DL,ontime,-8,101,101,906,855,-11,14.325,164.2
626,DL,1032,LGA,214,1/9/2004,1748,DCA,0,5,9,N241DL,ontime,-6,106,106,812,808,-4,14.3274,164.23
626,DL,1131,LGA,214,1/9/2004,1750,DCA,0,5,9,N224DA,ontime,-6,53,53,719,710,-9,14.35,164.23
627,DL,1228,LGA,214,1/9/2004,1752,DCA,0,5,9,N222DZ,ontime,-4,87,87,654,644,-10,14.345,164.235
628,DL,1329,LGA,214,1/9/2004,1754,DCA,0,5,9,N225DL,ontime,-7,32,32,700,651,-9,14.34,164.1768
628,DL,1432,LGA,214,1/9/2004,1756,DCA,0,5,9,N241DL,ontime,-1,52,52,720,721,1,14.336,164.1596
629,DL,1530,LGA,214,1/9/2004,1758,DCA,0,5,9,N221DL,ontime,-1,241,241,1330,1311,-19,14.34,164.2175
630,DL,1633,LGA,214,1/9/2004,1760,DCA,0,5,9,N222DZ,ontime,11,159,159,809,814,5,14.33,164.16
630,DL,1735,LGA,214,1/9/2004,1762,DCA,0,5,9,N225DL,ontime,-5,79,79,849,853,4,14.3408,164.21
630,DL,1829,LGA,214,1/9/2004,1764,DCA,0,5,9,N241DL,ontime,0,341,341,1011,1033,22,14.325,164.21
630,DL,1931,LGA,214,1/9/2004,1766,DCA,0,5,9,N221DL,ontime,0,104,104,814,812,-2,14.3358,164.21
630,DL,2030,LGA,214,1/9/2004,1768,DCA,0,5,9,N222DZ,ontime,28,61,61,731,751,20,14.325,164.1829
630,MQ,1535,JFK,213,1/9/2004,4752,DCA,0,5,9,N708MQ,ontime,76,329,329,1459,1554,55,14.32,164.19
630,MQ,558,JFK,213,1/9/2004,4760,DCA,0,5,9,N801MQ,ontime,-11,73,73,743,737,-6,14.31,164.15
630,MQ,1851,JFK,213,1/9/2004,4784,DCA,0,5,9,N736MQ,delayed,4,240,240,1230,1221,-9,14.31,164.07
630,MQ,843,LGA,214,1/9/2004,4954,DCA,0,5,9,N731MQ,delayed,-1,190,190,840,843,3,14.31,164.1
630,MQ,851,LGA,214,1/9/2004,4956,DCA,0,5,9,N715MQ,ontime,2,338,338,1408,1353,-15,14.32,164.01
630,MQ,1141,LGA,214,1/9/2004,4960,DCA,0,5,9,N713MQ,delayed,-7,93,93,803,802,-1,14.31,164.05
630,MQ,1252,LGA,214,1/9/2004,4964,DCA,0,5,9,N715MQ,ontime,-2,348,348,1018,1023,5,14.3152,164.03
630,MQ,1359,LGA,214,1/9/2004,4966,DCA,0,5,9,N739MQ,ontime,-7,83,83,853,900,7,14.31,164.02
630,MQ,1503,LGA,214,1/9/2004,4968,DCA,0,5,9,N712MQ,ontime,164,74,74,844,1120,156,14.305,163.9447
630,MQ,1618,LGA,214,1/9/2004,4970,DCA,0,5,9,N732MQ,delayed,-6,125,125,835,824,-11,14.3099,163.97
630,MQ,1658,LGA,214,1/9/2004,4972,DCA,0,5,9,N707MQ,ontime,-4,190,190,840,848,8,14.285,163.95
630,MQ,1916,LGA,214,1/9/2004,4976,DCA,0,5,9,N726MQ,delayed,-3,245,245,935,945,10,14.2716,164
630,UA,904,LGA,229,1/9/2004,846,IAD,0,5,9,N520UA,delayed,-8,102,102,812,802,-10,14.2621,163.95
630,US,629,LGA,214,1/9/2004,1479,DCA,0,5,9,N733UW,ontime,-3,180,180,930,921,-9,14.276,164
630,US,657,LGA,214,1/9/2004,2160,DCA,0,5,9,N724UW,ontime,-6,160,160,910,902,-8,14.2799,164.01
630,US,756,LGA,214,1/9/2004,2162,DCA,0,5,9,N738UW,ontime,-3,377,377,947,951,4,14.265,163.87
630,US,958,LGA,214,1/9/2004,2166,DCA,0,5,9,N722UW,ontime,-1,181,181,931,901,-30,14.245,163.89
630,US,1057,LGA,214,1/9/2004,2168,DCA,0,5,9,N724UW,ontime,-2,195,195,945,928,-17,14.2509,163.89
630,US,1155,LGA,214,1/9/2004,2170,DCA,0,5,9,N738UW,ontime,19,118,118,828,830,2,14.256,163.95
630,US,1259,LGA,214,1/9/2004,2172,DCA,0,5,9,N750UW,ontime,-2,325,325,1455,1435,-20,14.2699,163.98
630,US,1357,LGA,214,1/9/2004,2174,DCA,0,5,9,N722UW,ontime,-4,158,158,1008,952,-16,14.255,163.92
630,US,1458,LGA,214,1/9/2004,2176,DCA,0,5,9,N724UW,ontime,-5,127,127,937,915,-22,14.2448,163.96
630,US,1555,LGA,214,1/9/2004,2178,DCA,0,5,9,N738UW,ontime,2,175,175,1125,1118,-7,14.245,164
630,US,1657,LGA,214,1/9/2004,2180,DCA,0,5,9,N750UW,ontime,-2,135,135,845,814,-31,14.245,163.9768
630,US,1757,LGA,214,1/9/2004,2182,DCA,0,5,9,N722UW,ontime,-6,168,168,1018,1015,-3,14.255,164.03
630,US,1902,LGA,214,1/9/2004,2184,DCA,0,5,9,N724UW,ontime,1,275,275,1405,1418,13,14.26,164.075
630,US,1956,LGA,214,1/9/2004,2186,DCA,0,5,9,N738UW,ontime,-1,167,167,917,839,-38,14.27,164.065
630,US,2052,LGA,214,1/9/2004,2188,DCA,0,5,9,N750UW,ontime,-1,88,88,758,743,-15,14.25,164.09
630,RU,1720,EWR,169,1/9/2004,3372,BWI,0,5,9,N16963,ontime,0,70,70,740,741,1,14.241,164.065
630,RU,1450,EWR,169,1/9/2004,2403,BWI,0,5,9,N15926,ontime,-1,57,57,727,720,-7,14.245,164.15
630,RU,1108,EWR,169,1/9/2004,2303,BWI,0,5,9,N13989,delayed,0,159,159,909,856,-13,14.25,164.09
630,RU,700,EWR,169,1/9/2004,2703,BWI,0,5,9,N12552,ontime,-7,87,87,757,752,-5,14.23,164.06
630,CO,1727,EWR,199,1/9/2004,814,DCA,0,5,9,N70353,ontime,80,245,245,835,944,69,14.27,164.04
630,CO,1858,EWR,199,1/9/2004,816,DCA,0,5,9,N46625,ontime,17,254,254,844,853,9,14.27,163.98
630,CO,1258,EWR,199,1/9/2004,808,DCA,0,5,9,N14664,ontime,4,110,110,920,937,17,14.265,163.99
630,CO,732,EWR,199,1/9/2004,806,DCA,0,5,9,N19621,ontime,-2,140,140,850,844,-6,14.275,164
630,DH,840,EWR,213,1/9/2004,7299,IAD,0,5,9,N698BR,ontime,,115,115,825,,,14.293,164.005
630,DH,1707,EWR,213,1/9/2004,7302,IAD,0,5,9,N652BR,ontime,,135,135,845,,,14.2999,164.01
630,DH,1242,EWR,213,1/9/2004,7303,IAD,0,5,9,N661BR,ontime,-10,55,55,725,709,-16,14.28,164
630,DH,2121,EWR,213,1/9/2004,7304,IAD,0,5,9,N646BR,ontime,-9,95,95,805,815,10,14.29,163.97
630,DH,629,EWR,213,1/9/2004,7305,IAD,0,5,9,N301UE,ontime,-7,86,86,756,803,7,14.285,164
630,DH,1423,EWR,213,1/9/2004,7307,IAD,0,5,9,N312UE,ontime,-6,130,130,740,731,-9,14.27,163.99
630,RU,1627,EWR,199,1/9/2004,2181,DCA,0,5,9,N18556,ontime,7,92,92,802,758,-4,14.273,164.005
630,RU,1526,EWR,199,1/9/2004,2261,DCA,0,5,9,N13955,ontime,0,240,240,830,842,12,14.2561,163.965
630,RU,1357,EWR,199,1/9/2004,2216,DCA,0,5,9,N13989,ontime,0,93,93,903,902,-1,14.25,163.9666
631,RU,700,EWR,213,1/9/2004,2855,IAD,0,5,9,N13550,delayed,-2,168,168,819,814,-5,14.25,163.9799
632,RU,1256,EWR,213,1/9/2004,2692,IAD,0,5,9,N14505,ontime,-5,112,112,924,907,-17,14.235,164.005
632,RU,1855,EWR,213,1/9/2004,2385,IAD,0,5,9,N27152,ontime,-5,36,36,708,702,-6,14.2401,163.989
633,RU,1457,EWR,213,1/9/2004,2156,IAD,0,5,9,N16151,ontime,-8,211,211,904,906,2,14.25,163.998
633,RU,850,EWR,199,1/9/2004,2582,DCA,0,5,9,N11565,ontime,-10,54,54,727,702,-25,14.25,164.015
635,RU,2058,EWR,199,1/9/2004,2879,DCA,0,5,9,N14907,ontime,-2,200,200,855,914,19,14.2501,163.98
635,RU,1655,EWR,213,1/9/2004,2497,IAD,0,5,9,N12900,ontime,-8,301,301,1436,1413,-23,14.2601,163.97
635,RU,645,EWR,199,1/9/2004,2761,DCA,0,5,9,N15985,ontime,-1,135,135,950,940,-10,14.27,163.9917
635,OH,1455,JFK,184,1/10/2004,5935,BWI,0,6,10,N805CA,ontime,-3,235,235,1230,1224,-6,14.26,163.9938
635,DH,1638,JFK,213,1/10/2004,6155,DCA,0,6,10,N424FJ,delayed,-7,71,71,846,833,-13,14.25,163.9786
635,DH,1243,LGA,229,1/10/2004,7208,IAD,0,6,10,N627BR,ontime,13,170,170,825,833,8,14.24,164.04
635,DH,1710,LGA,229,1/10/2004,7215,IAD,0,6,10,N688BR,ontime,,100,100,815,,,14.22,164.05
635,DH,2130,LGA,229,1/10/2004,7684,IAD,0,6,10,N692BR,ontime,-8,200,200,855,828,-27,14.2299,164.02
635,DH,918,JFK,228,1/10/2004,7800,IAD,0,6,10,N682BR,delayed,-12,120,120,935,926,-9,14.23,164.05
635,DH,1303,JFK,228,1/10/2004,7806,IAD,0,6,10,N313UE,delayed,-6,163,163,918,910,-8,14.2156,164
635,DH,1642,JFK,228,1/10/2004,7810,IAD,0,6,10,N315UE,ontime,-7,139,139,854,842,-12,14.23,164
635,DH,1708,JFK,228,1/10/2004,7812,IAD,0,6,10,N321UE,ontime,-10,121,121,936,926,-10,14.225,164.0303
635,DH,2126,JFK,228,1/10/2004,7814,IAD,0,6,10,N642BR,ontime,-6,190,190,945,953,8,14.225,164
635,DH,1800,JFK,228,1/10/2004,7818,IAD,0,6,10,N307UE,ontime,-11,176,176,931,905,-26,14.22,164.005
635,DL,1505,JFK,213,1/10/2004,746,DCA,0,6,10,N906DE,delayed,21,350,350,925,1010,45,14.2191,163.97
635,DL,729,LGA,214,1/10/2004,1742,DCA,0,6,10,N225DL,ontime,-3,95,95,810,753,-17,14.185,163.94
635,DL,832,LGA,214,1/10/2004,1744,DCA,0,6,10,N241DL,ontime,-2,129,129,844,803,-41,14.17,163.97
635,DL,1028,LGA,214,1/10/2004,1748,DCA,0,6,10,N221DL,ontime,-3,224,224,1219,1209,-10,14.1709,163.975
635,DL,1230,LGA,214,1/10/2004,1752,DCA,0,6,10,N241DL,ontime,-7,139,139,854,834,-20,14.1466,164.01
635,DL,1429,LGA,214,1/10/2004,1756,DCA,0,6,10,N221DL,ontime,,135,135,850,,,14.14,164.01
635,DL,1624,LGA,214,1/10/2004,1760,DCA,0,6,10,N241DL,ontime,-9,79,79,754,753,-1,14.165,164.0015
635,DL,1828,LGA,214,1/10/2004,1764,DCA,0,6,10,N221DL,ontime,0,134,134,849,836,-13,14.165,164.0025
638,DL,2031,LGA,214,1/10/2004,1768,DCA,0,6,10,N241DL,ontime,-6,172,172,930,915,-15,14.15,164
639,MQ,1529,JFK,213,1/10/2004,4752,DCA,0,6,10,N841MQ,ontime,-5,231,231,1230,1228,-2,14.149,164.005
640,MQ,557,JFK,213,1/10/2004,4760,DCA,0,6,10,N718MQ,delayed,-3,84,84,804,747,-17,14.11,164
640,MQ,1826,JFK,213,1/10/2004,4784,DCA,0,6,10,N709MQ,ontime,-3,96,96,816,808,-8,14.16,164
640,MQ,855,LGA,214,1/10/2004,4956,DCA,0,6,10,N717MQ,ontime,-3,94,94,814,812,-2,14.1499,164
640,MQ,1309,LGA,214,1/10/2004,4964,DCA,0,6,10,N715MQ,ontime,8,121,121,841,832,-9,14.1767,164.01
640,UA,850,LGA,229,1/10/2004,846,IAD,0,6,10,N565UA,ontime,-3,130,130,950,931,-19,14.19,163.99
640,US,655,LGA,214,1/10/2004,2160,DCA,0,6,10,N722UW,ontime,-4,150,150,910,854,-16,14.17,163.97
640,US,857,LGA,214,1/10/2004,2164,DCA,0,6,10,N750UW,ontime,-1,330,330,910,855,-15,14.165,163.98
640,US,1056,LGA,214,1/10/2004,2168,DCA,0,6,10,N722UW,ontime,-5,245,245,845,833,-12,14.165,164
640,US,1256,LGA,214,1/10/2004,2172,DCA,0,6,10,N750UW,ontime,-7,195,195,1055,1039,-16,14.16,164.071
640,US,1458,LGA,214,1/10/2004,2176,DCA,0,6,10,N722UW,ontime,0,85,85,805,800,-5,14.145,163.99
640,US,1656,LGA,214,1/10/2004,2180,DCA,0,6,10,N750UW,ontime,-1,289,289,1429,1352,-37,14.1248,164
640,US,1854,LGA,214,1/10/2004,2184,DCA,0,6,10,N722UW,ontime,3,125,125,945,947,2,14.126,164
640,RU,1723,EWR,169,1/10/2004,3372,BWI,0,6,10,N13553,ontime,-7,140,140,900,857,-3,14.11,164
640,RU,1450,EWR,169,1/10/2004,2229,BWI,0,6,10,N14943,ontime,,70,70,750,,,14.1085,164
640,RU,657,EWR,169,1/10/2004,2703,BWI,0,6,10,N10575,ontime,-4,220,220,920,913,-7,14.1217,164.01
640,RU,1030,EWR,169,1/10/2004,2303,BWI,0,6,10,N13936,ontime,-8,37,37,717,731,14,14.1386,164.02
640,CO,1254,EWR,199,1/10/2004,808,DCA,0,6,10,N14660,ontime,3,144,144,904,859,-5,14.1395,164
640,DH,906,EWR,213,1/10/2004,7299,IAD,0,6,10,N705BR,ontime,-4,152,152,912,856,-16,14.1399,164.005
640,DH,1703,EWR,213,1/10/2004,7302,IAD,0,6,10,N658BR,ontime,-1,150,150,910,903,-7,14.11,163.99
640,DH,1255,EWR,213,1/10/2004,7303,IAD,0,6,10,N658BR,ontime,-7,222,222,1222,1232,10,14.13,164.02
640,DH,2114,EWR,213,1/10/2004,7304,IAD,0,6,10,N625BR,ontime,67,123,123,743,833,50,14.1252,163.99
640,RU,1655,EWR,213,1/10/2004,2497,IAD,0,6,10,N16149,ontime,-6,206,206,1006,1026,20,14.11,164
640,RU,658,EWR,213,1/10/2004,2855,IAD,0,6,10,N26545,ontime,0,108,108,828,820,-8,14.12,164.02
640,RU,1555,EWR,199,1/10/2004,2361,DCA,0,6,10,N17560,ontime,-6,154,154,914,903,-11,14.1137,164.05
640,RU,1456,EWR,213,1/10/2004,2156,IAD,0,6,10,N11113,ontime,-2,153,153,913,906,-7,14.11,163.99
640,RU,645,EWR,199,1/10/2004,2761,DCA,0,6,10,N14943,ontime,-4,228,228,1228,1223,-5,14.125,164.06
640,RU,1719,EWR,199,1/10/2004,2097,DCA,0,6,10,N13903,ontime,-2,80,80,800,749,-11,14.1299,164.04
640,RU,1355,EWR,199,1/10/2004,2216,DCA,0,6,10,N13553,ontime,16,65,65,745,759,14,14.125,164.06
640,RU,925,EWR,199,1/10/2004,2582,DCA,0,6,10,N27152,ontime,-1,85,85,805,813,8,14.1284,164.03
640,OH,1455,JFK,184,1/11/2004,5935,BWI,0,7,11,N966CA,ontime,3,80,80,800,750,-10,14.12,164.05
640,DH,1634,JFK,213,1/11/2004,6155,DCA,0,7,11,N415FJ,ontime,,145,145,905,,,14.095,164.0886
640,DH,1304,LGA,229,1/11/2004,7208,IAD,0,7,11,N684BR,ontime,,85,85,905,,,14.0865,164.087
640,DH,1500,LGA,229,1/11/2004,7211,IAD,0,7,11,N309UE,ontime,,170,170,830,,,14.073,164.1
640,DH,1712,LGA,229,1/11/2004,7215,IAD,0,7,11,N706BR,ontime,-6,100,100,820,831,11,14.07,164.07
640,DH,2115,LGA,229,1/11/2004,7684,IAD,0,7,11,N677BR,ontime,-3,136,136,856,855,-1,14.08,164.1
640,DH,840,JFK,228,1/11/2004,7800,IAD,0,7,11,N692BR,ontime,108,186,186,946,1123,97,14.1009,164.11
640,DH,1238,JFK,228,1/11/2004,7806,IAD,0,7,11,N321UE,ontime,-2,114,114,834,823,-11,14.1,164.13
640,DH,1533,JFK,228,1/11/2004,7808,IAD,0,7,11,N316UE,delayed,3,186,186,946,930,-16,14.07,164.08
640,DH,1637,JFK,228,1/11/2004,7810,IAD,0,7,11,N332UE,ontime,-2,130,130,850,847,-3,14.077,164.1
640,DH,1714,JFK,228,1/11/2004,7812,IAD,0,7,11,N329UE,ontime,3,57,57,737,754,17,14.075,164.06
640,DH,2155,JFK,228,1/11/2004,7814,IAD,0,7,11,N674BR,delayed,-6,165,165,825,805,-20,14.07,164.125
642,DH,1627,JFK,228,1/11/2004,7816,IAD,0,7,11,N330UE,ontime,0,107,107,829,813,-16,14.075,164.11
644,DL,1456,JFK,213,1/11/2004,746,DCA,0,7,11,N970DL,delayed,-8,197,197,1201,1139,-22,14.075,164.1365
645,DL,829,LGA,214,1/11/2004,1744,DCA,0,7,11,N221DL,ontime,8,200,200,1205,1150,-15,14.075,164.185
645,DL,1028,LGA,214,1/11/2004,1748,DCA,0,7,11,N242DL,ontime,33,106,106,731,808,37,14.1,164.21
645,DL,1130,LGA,214,1/11/2004,1750,DCA,0,7,11,N241DL,ontime,-7,80,80,805,749,-16,14.0999,164.25
645,DL,1231,LGA,214,1/11/2004,1752,DCA,0,7,11,N221DL,ontime,4,140,140,905,839,-26,14.095,164.195
645,DL,1327,LGA,214,1/11/2004,1754,DCA,0,7,11,N222DZ,ontime,3,75,75,800,758,-2,14.0675,164.2
645,DL,1430,LGA,214,1/11/2004,1756,DCA,0,7,11,N242DL,ontime,0,205,205,1010,952,-18,14.0795,164.2599
645,DL,1529,LGA,214,1/11/2004,1758,DCA,0,7,11,N241DL,ontime,-1,195,195,1000,931,-29,14.085,164.26
645,DL,1628,LGA,214,1/11/2004,1760,DCA,0,7,11,N221DL,ontime,-3,185,185,1050,1025,-25,14.06,164.1952
645,DL,1732,LGA,214,1/11/2004,1762,DCA,0,7,11,N222DZ,ontime,-4,125,125,950,952,2,14.065,164.15
645,DL,1842,LGA,214,1/11/2004,1764,DCA,0,7,11,N242DL,ontime,0,86,86,911,859,-12,14.0756,164.2
645,DL,1928,LGA,214,1/11/2004,1766,DCA,0,7,11,N241DL,ontime,,95,95,820,,,14.08,164.22
645,DL,2032,LGA,214,1/11/2004,1768,DCA,0,7,11,N221DL,ontime,-4,255,255,1000,957,-3,14.075,164.23
645,MQ,1525,JFK,213,1/11/2004,4752,DCA,0,7,11,N801MQ,ontime,-4,210,210,1215,1157,-18,14.075,164.2
645,MQ,552,JFK,213,1/11/2004,4760,DCA,0,7,11,N710MQ,ontime,-4,140,140,1005,953,-12,14.05,164.14
645,MQ,915,JFK,213,1/11/2004,4771,DCA,0,7,11,N704MQ,ontime,29,225,225,1130,1146,16,14.04,164.14
645,MQ,2015,JFK,213,1/11/2004,4784,DCA,0,7,11,N704MQ,delayed,0,185,185,1150,1136,-14,14.04,164.1668
645,MQ,1255,LGA,214,1/11/2004,4964,DCA,0,7,11,N709MQ,delayed,33,150,150,915,946,31,14.0699,164.15
645,MQ,1456,LGA,214,1/11/2004,4968,DCA,0,7,11,N704MQ,ontime,-7,71,71,756,744,-12,14.051,164.07
645,MQ,1652,LGA,214,1/11/2004,4972,DCA,0,7,11,N737MQ,ontime,-3,145,145,910,858,-12,14.07,164.07
645,MQ,1900,LGA,214,1/11/2004,4976,DCA,0,7,11,N734MQ,ontime,-8,144,144,1009,1451,,14.09,164.1
645,UA,848,LGA,229,1/11/2004,846,IAD,0,7,11,N588UA,ontime,-3,154,154,819,756,-23,14.1091,164.135
645,US,858,LGA,214,1/11/2004,2164,DCA,0,7,11,N763UW,ontime,-4,256,256,1401,1340,-21,14.13,164.12
645,US,957,LGA,214,1/11/2004,2166,DCA,0,7,11,N721UW,ontime,-6,114,114,839,820,-19,14.1401,164.0967
645,US,1057,LGA,214,1/11/2004,2168,DCA,0,7,11,N722UW,ontime,-3,225,225,1230,1222,-8,14.12,164.04
645,US,1202,LGA,214,1/11/2004,2170,DCA,0,7,11,N748UW,ontime,-1,128,128,853,901,8,14.12,164.045
645,US,1258,LGA,214,1/11/2004,2172,DCA,0,7,11,N763UW,ontime,-1,69,69,854,828,-26,14.121,164.07
645,US,1350,LGA,214,1/11/2004,2174,DCA,0,7,11,N721UW,ontime,-3,74,74,859,839,-20,14.11,164.08
645,US,1452,LGA,214,1/11/2004,2176,DCA,0,7,11,N722UW,ontime,,195,195,900,,,14.11,164.08
645,US,1556,LGA,214,1/11/2004,2178,DCA,0,7,11,N748UW,ontime,-3,314,314,1459,1428,-31,14.165,164.1099
645,US,1657,LGA,214,1/11/2004,2180,DCA,0,7,11,N763UW,ontime,-1,135,135,900,855,-5,14.143,164.135
645,US,1753,LGA,214,1/11/2004,2182,DCA,0,7,11,N721UW,ontime,,97,97,922,,,14.1678,164.15
645,US,1856,LGA,214,1/11/2004,2184,DCA,0,7,11,N722UW,ontime,32,99,99,724,752,28,14.16,164.11
645,US,2002,LGA,214,1/11/2004,2186,DCA,0,7,11,N748UW,ontime,26,115,115,940,956,16,14.1656,164.1
645,US,2054,LGA,214,1/11/2004,2188,DCA,0,7,11,N763UW,ontime,-3,109,109,934,942,8,14.15,164.0326
645,RU,1736,EWR,169,1/11/2004,3372,BWI,0,7,11,N12540,ontime,-7,145,145,1010,1002,-8,14.152,164
645,RU,1029,EWR,169,1/11/2004,2303,BWI,0,7,11,N13990,ontime,,95,95,820,,,14.17,164.01
645,RU,1310,EWR,169,1/11/2004,2703,BWI,0,7,11,N12946,ontime,-3,145,145,910,901,-9,14.16,163.99
645,RU,1450,EWR,169,1/11/2004,2403,BWI,0,7,11,N10575,ontime,,120,120,845,,,14.1656,163.95
645,CO,1851,EWR,199,1/11/2004,816,DCA,0,7,11,N33608,ontime,4,157,157,922,911,-11,14.169,164
645,CO,1255,EWR,199,1/11/2004,1767,DCA,0,7,11,N11656,ontime,-8,110,110,835,843,8,14.165,163.97
645,CO,1623,EWR,199,1/11/2004,810,DCA,0,7,11,N19623,ontime,-9,117,117,842,831,-11,14.15,164.01
645,DH,835,EWR,213,1/11/2004,7299,IAD,0,7,11,N654BR,ontime,-8,72,72,857,843,-14,14.16,164.055
645,DH,1700,EWR,213,1/11/2004,7302,IAD,0,7,11,N691BR,ontime,12,95,95,820,819,-1,14.1511,164.02
645,DH,1241,EWR,213,1/11/2004,7303,IAD,0,7,11,N691BR,ontime,16,96,96,721,723,2,14.155,164.06
646,DH,2113,EWR,213,1/11/2004,7304,IAD,0,7,11,N652BR,ontime,-4,136,136,802,809,7,14.17,164.07
646,DH,1531,EWR,213,1/11/2004,7307,IAD,0,7,11,N307UE,delayed,-10,64,64,850,857,7,14.16,164.08
647,RU,2130,EWR,199,1/11/2004,2879,DCA,0,7,11,N13123,ontime,-6,73,73,800,801,1,14.16,164.06
647,RU,844,EWR,213,1/11/2004,2254,IAD,0,7,11,N13975,ontime,-8,42,42,729,723,-6,14.17,164.02
648,RU,1656,EWR,213,1/11/2004,2497,IAD,0,7,11,N13969,ontime,-3,67,67,755,748,-7,14.18,164.13
649,RU,1723,EWR,199,1/11/2004,2097,DCA,0,7,11,N16976,ontime,-2,218,218,1227,1218,-9,14.1886,164.18
650,RU,1356,EWR,199,1/11/2004,2216,DCA,0,7,11,N14993,ontime,61,134,134,804,852,48,14.19,164.2
650,RU,926,EWR,199,1/11/2004,2582,DCA,0,7,11,N13968,ontime,3,99,99,829,820,-9,14.185,164.18
650,RU,1501,EWR,213,1/11/2004,2156,IAD,0,7,11,N17115,ontime,-3,160,160,1030,1017,-13,14.17,164.1
650,RU,1856,EWR,213,1/11/2004,2385,IAD,0,7,11,N17115,ontime,-7,160,160,930,856,-34,14.165,164.06
650,OH,1450,JFK,184,1/12/2004,5935,BWI,0,1,12,N812CA,ontime,-3,85,85,915,859,-16,14.1669,164.09
650,DH,1640,JFK,213,1/12/2004,6155,DCA,0,1,12,N418FJ,ontime,4,130,130,1000,1004,4,14.155,164.09
650,DH,1244,LGA,229,1/12/2004,7208,IAD,0,1,12,N320UE,ontime,-5,202,202,912,912,0,14.16,164.11
650,DH,1442,LGA,229,1/12/2004,7211,IAD,0,1,12,N676BR,ontime,-10,325,325,1015,1031,16,14.155,164.1
650,DH,1709,LGA,229,1/12/2004,7215,IAD,0,1,12,N645BR,ontime,-6,80,80,810,803,-7,14.145,164.1
650,DH,2112,LGA,229,1/12/2004,7684,IAD,0,1,12,N702BR,ontime,-9,105,105,835,822,-13,14.13,164.095
650,DH,641,LGA,229,1/12/2004,7790,IAD,0,1,12,N676BR,delayed,-5,280,280,1030,1032,2,14.135,164.175
650,DH,1037,LGA,229,1/12/2004,7792,IAD,0,1,12,N676BR,ontime,-3,65,65,755,740,-15,14.139,164.17
650,DH,833,JFK,228,1/12/2004,7800,IAD,0,1,12,N677BR,ontime,70,135,135,1005,1115,70,14.15,164.17
650,DH,1240,JFK,228,1/12/2004,7806,IAD,0,1,12,N309UE,ontime,3,195,195,905,850,-15,14.1461,164.29
650,DH,1535,JFK,228,1/12/2004,7808,IAD,0,1,12,N321UE,delayed,-9,180,180,1150,1149,-1,14.17,164.3593
650,DH,1638,JFK,228,1/12/2004,7810,IAD,0,1,12,N315UE,ontime,-3,124,124,854,840,-14,14.1799,164.34
650,DH,1710,JFK,228,1/12/2004,7812,IAD,0,1,12,N327UE,ontime,-1,139,139,909,859,-10,14.1666,164.34
650,DH,2112,JFK,228,1/12/2004,7814,IAD,0,1,12,N659BR,ontime,-13,136,136,906,848,-18,14.175,164.38
650,DL,1451,JFK,213,1/12/2004,746,DCA,0,1,12,N974DL,ontime,-6,110,110,840,826,-14,14.17,164.2973
650,DL,630,LGA,214,1/12/2004,1740,DCA,0,1,12,N242DL,ontime,-2,82,82,812,803,-9,14.16,164.22
650,DL,733,LGA,214,1/12/2004,1742,DCA,0,1,12,N222DZ,ontime,0,319,319,1509,1458,-11,14.165,164.23
650,DL,830,LGA,214,1/12/2004,1744,DCA,0,1,12,N241DL,ontime,8,65,65,755,754,-1,14.165,164.26
650,DL,1004,LGA,214,1/12/2004,1746,DCA,0,1,12,N221DL,delayed,1,68,68,858,850,-8,14.1607,164.28
650,DL,1028,LGA,214,1/12/2004,1748,DCA,0,1,12,N223DZ,ontime,-6,110,110,840,835,-5,14.175,164.43
650,DL,1131,LGA,214,1/12/2004,1750,DCA,0,1,12,N222DZ,ontime,,95,95,925,,,14.165,164.32
650,DL,1230,LGA,214,1/12/2004,1752,DCA,0,1,12,N241DL,ontime,,195,195,905,,,14.155,164.35
650,DL,1328,LGA,214,1/12/2004,1754,DCA,0,1,12,N221DL,ontime,10,110,110,840,830,-10,14.155,164.38
